user_id,poi_id,satisfaction,duration_hours,cost,popularity,open_start,open_end,pace_fast,pace_slow,pace_moderate,interest_match,pace_fit,popularity_sq,duration_sq,cost_per_hour,match_x_pop,pace_x_duration,cost_x_interest,duration_x_interest,distance_from_hotel
0,SFO,3.0469250832085293,3.25,0.0,4.2,0.0,24.0,0,1,0,0.3,1.0,17.64,10.5625,0.0,1.26,3.25,0.0,0.975,0.1498713086746853
0,park_137671,3.32537660089897,1.31,0.0,4.1,6.0,22.0,0,1,0,0.665,0.7,16.81,1.7161000000000002,0.0,2.7264999999999997,0.9169999999999999,0.0,0.8711500000000001,0.05616746410179791
0,park_11559,3.442629818832947,1.12,0.0,4.1,6.0,22.0,0,1,0,0.665,0.7,16.81,1.2544000000000002,0.0,2.7264999999999997,0.784,0.0,0.7448000000000001,0.01140285459190938
0,park_11476,3.3745229032340047,1.71,0.0,4.3,6.0,22.0,0,1,0,0.665,0.7,18.49,2.9240999999999997,0.0,2.8595,1.1969999999999998,0.0,1.13715,0.06548574508098139
0,park_11485,2.8787429199986683,1.02,0.0,3.8,6.0,22.0,0,1,0,0.665,0.7,14.44,1.0404,0.0,2.527,0.714,0.0,0.6783,0.02832001339443045
0,park_11469,3.514326468831893,1.37,0.0,3.8,6.0,22.0,0,1,0,0.665,0.7,14.44,1.8769000000000002,0.0,2.527,0.959,0.0,0.9110500000000001,0.008910942991381992
0,park_158,3.0218237911441137,1.61,0.0,3.2,6.0,22.0,0,1,0,0.665,0.7,10.240000000000002,2.5921000000000003,0.0,2.128,1.127,0.0,1.07065,0.03980090316446613
0,park_96,3.7715674659924496,1.58,0.0,4.3,6.0,22.0,0,1,0,0.665,0.7,18.49,2.4964000000000004,0.0,2.8595,1.1059999999999999,0.0,1.0507000000000002,0.06244351784795312
0,park_16,3.9381758403243543,2.22,0.0,3.9,6.0,22.0,0,1,0,0.665,1.0,15.209999999999999,4.928400000000001,0.0,2.5935,2.22,0.0,1.4763000000000002,0.0671068088375255
0,park_73,3.272412799624349,1.73,0.0,3.8,6.0,22.0,0,1,0,0.665,0.7,14.44,2.9929,0.0,2.527,1.2109999999999999,0.0,1.15045,0.019210665549877406
0,park_35,3.346083744517087,1.91,0.0,3.8,6.0,22.0,0,1,0,0.665,0.7,14.44,3.6481,0.0,2.527,1.337,0.0,1.2701500000000001,0.02972411093862541
